Number; Misorientation x; Relative Distance x; Misorientation y; Relative Distance y
; ; ; 1.10003; 26.16
; ; ; 0.779842; 25.77
; ; ; 1.9811; 17.3
3; ; ; ;
; 1.32913; 105.357; 1.01606; 9.99999
; 1.09396; 19.943; 1.04867; 24.64101
; 0.836499; 19.958; 0.748604; 355.359
; 1.25305; 39.945; 0.874021; 138.867
; 2.81202; 105.314; 0.778335; 86.519
; 0.790805; 29.951; 0.842094; 69.669
; 0.762075; 39.948; ; 
; 1.07192; 9.989; ; 
; 1.00639; 25.449; ; 
; 0.861846; 29.939; ; 
; 0.742304; 290.517; ; 
; 1.98051; 19.964; ; 
; 2.60339; 19.967; ; 
; 0.786836; 29.952; ; 
; 1.01336; 19.971; ; 
4; ; ; ;
; 1.00483; 30.0; 1.18267; 17.3205
; 1.93715; 216.374; 0.743884; 17.3205
; 0.730078; 19.897; 1.06165; 17.3205
; 1.28634; 15.864; 0.882931; 34.641
; 2.38277; 9.927; 0.755888; 43.3975
; 0.9367; 29.808; 0.757439; 60.526
; 1.18035; 29.84; 0.721992; 26.038
; ; ; 0.706652; 129.99
; ; ; 3.13188; 17.314
; ; ; 0.905686; 25.875
; ; ; 1.39044; 60.701
; ; ; 3.49928; 34.633
; ; ; 0.729542; 43.411
; ; ; 1.38818; 17.314
; ; ; 1.36458; 17.314
; ; ; 1.07119; 25.866
5; ; ; ;
; 0.836499; 30.0; 0.77934; 588.897
; 0.958588; 75.357; 0.719277; 69.358
; 0.762075; 19.943; 0.837434; 259.786
; 0.867729; 105.351; 0.822819; 25.94
; 0.783846; 180.81; 0.713267; 95.299
; 0.734886; 105.356; 0.74441; 303.14
; 1.08787; 65.506; 0.76515; 25.94
; ; ; 0.734886; 588.96
; ; ; 0.893943; 173.2
; ; ; 0.712169; 60.58
; ; ; 0.786836; 199.21
; ; ; 1.00405; 129.87
; ; ; 0.840233; 26.01
; ; ; 1.34115; 17.32
6; ; ; ;
; 0.889994; 55.6776; 0.727393; 34.641
; 4.13166; 9.8968; 1.10394; 26.1866
; 0.731684; 29.8195; 1.19714; 190.3694
; 0.838835; 85.4371; 0.950387; 17.317
; 1.11733; 79.745; 0.942115; 181.93
; 0.863208; 45.529; 0.835563; 17.317
; 0.826142; 39.872; 10.9248; 17.316
; 0.709967; 29.922; 0.872228; 51.952
; 0.745461; 45.527; 1.4364; 17.317
; 0.901355; 39.876; 1.24364; 17.318
; 4.1727; 135.272; 8.21994; 121.229
; 4.24464; 145.248; 7.97959; 17.318
; 0.918984; 9.976; 8.39368; 17.319
; 0.870431; 15.6; 4.02886; 17.319
; 1.111; 19.939; 0.965908; 43.377
; 1.01952; 19.942; 0.834625; 77.857
; 0.763614; 19.945; 0.792288; 78.004
; 0.770756; 29.922; 2.05367; 17.318
; 0.788823; 95.377; 0.702765; 112.655
; 3.38078; 125.297; 1.23099; 69.27
; ; ; 0.835563; 25.9
; ; ; 0.820438; 121.39
; ; ; 1.89754; 95.17
; ; ; 0.704434; 26.05
; ; ; 0.985959; 17.32
; ; ; 1.12431; 17.32
; ; ; 0.909997; 51.95
; ; ; 0.981184; 103.91
; ; ; 0.778838; 86.59
; ; ; 1.34523; 26.06
; ; ; 0.745986; 69.27
; ; ; 0.804543; 51.96
; ; ; 1.61034; 155.86
; ; ; 3.57369; 156.04
; ; ; 3.31918; 17.31
; ; ; 3.44628; 17.32
; ; ; 1.30326; 60.53
; ; ; 0.715458; 363.85
; ; ; 3.79488; 17.31
; ; ; 1.40054; 69.28
; ; ; 0.770756; 17.31
; ; ; 1.07447; 34.64
; ; ; 1.44103; 78.02
; ; ; 3.85153; 129.8
; ; ; 0.907844; 86.76
; ; ; 0.775817; 155.86
; ; ; 0.938786; 173.18
; ; ; 0.770248; 320.47
7; ; ; ;
; 0.827089; 30.0; 0.983972; 51.9617
; 6.03; 255.132; 1.03136; 51.9613
; 1.33354; 39.983; 0.902657; 173.386
; 4.85478; 19.994; ; 
; 3.42703; 9.997; ; 
; 0.90655; 65.251; ; 
; 0.98992; 159.902; ; 
; 1.82134; 9.995; ; 
; 0.79623; 15.304; ; 
; 1.40444; 19.982; ; 
; 0.753814; 29.975; ; 
; 0.803082; 19.985; ; 
; 3.56458; 29.979; ; 
; 0.938786; 79.951; ; 
; 0.770248; 65.276; ; 

; 1.3209907000000003; 67.31884999999998; 1.3635724000000007; 86.26463571428569
